id,source_id,authors,title,year,journal,volume_city,issue_state,start_page,end_page,created_at,updated_at
273,S3557,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program, Wave 10c",2006,,Beltsville,MD,,,"2014-05-13 11:52:57","2014-05-13 11:52:57"
274,S4201,"National Cattlemen's Beef Association (NCBA)","Grass- fed Beef from Texas Tech University",2005,,Chicago,IL,,,"2014-05-13 11:52:57","2014-05-13 11:52:57"
275,S4481,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave a9b",2004,,Beltsville,MD,,,"2014-05-13 11:52:57","2014-05-13 11:52:57"
276,S4621,"Pom Wonderful","Nutrient Composition of California Wonderful Pomegranates",2007,,,CA,,,"2014-05-13 11:52:57","2014-05-13 11:52:57"
277,S4043,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 10j",2006,,Beltsville,MD,,,"2014-05-13 11:52:57","2014-05-13 11:52:57"
278,S5961,"National Cattlemen's Beef Association (NCBA)","Nutrient Content of Beef",2008,,Chicago,IL,,,"2014-05-13 11:52:57","2014-05-13 11:52:57"
279,S3555,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program, Wave 10a",2005,,Beltsville,MD,,,"2014-05-13 11:52:57","2014-05-13 11:52:57"
280,S6261,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 13C",2009,,Beltsville,MD,,,"2014-05-13 11:52:57","2014-05-13 11:52:57"
281,S1163,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 6l",2002,,Beltsville,MD,,,"2014-05-13 11:52:58","2014-05-13 11:52:58"
282,S1031,"Produce Marketing Association (PMA)","Nutrient Content of Avocado",1989,,,,,,"2014-05-13 11:52:58","2014-05-13 11:52:58"
283,S1141,"Produce Marketing Association (PMA)","Nutrient Content of Blueberry",1990,,,,,,"2014-05-13 11:52:58","2014-05-13 11:52:58"
284,S404,"Nutrient Data Laboratory, ARS, USDA","Determination of the Nutrient Content of Selected Candies, Nuts, Condiments, Beverages & Vegetables",1985,,Beltsville,MD,,,"2014-05-13 11:52:58","2014-05-13 11:52:58"
285,S1023,"Produce Marketing Association (PMA)","Nutrient Content of Banana",1990,,,,,,"2014-05-13 11:52:58","2014-05-13 11:52:58"
286,S624,"Produce Marketing Association (PMA)","Nutrient Content of Lettuce",1982,,,,,,"2014-05-13 11:52:58","2014-05-13 11:52:58"
287,S235,"Country Smoked Meats","Nutrient Composition of Country Smoked Meats, Inc. Luncheon Meats",1999,,Wooster,OH,,,"2014-05-13 11:52:58","2014-05-13 11:52:58"
288,S642,"National Cancer Institute (NCI), DHHS","Total dietary fiber content of selected foods",1992,,,,,,"2014-05-13 11:52:58","2014-05-13 11:52:58"
289,S3774,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 10i",2006,,Beltsville,MD,,,"2014-05-13 11:52:58","2014-05-13 11:52:58"
290,S8,"Food and Drug Administration (FDA), DHHS","FDA Total Diet Study",1993,,,,,,"2014-05-13 11:52:58","2014-05-13 11:52:58"
291,S85,"Pecan Shellers Association","Nutrient Content of Pecans",1999,,,,,,"2014-05-13 11:52:58","2014-05-13 11:52:58"
292,S461,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 4e",2001,,Beltsville,MD,,,"2014-05-13 11:52:59","2014-05-13 11:52:59"
293,S561,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 5b",2000,,Beltsville,MD,,,"2014-05-13 11:52:59","2014-05-13 11:52:59"
294,S881,"The Quaker Oats, Co.","Quaker Oats Co. 02",2002,,,,,,"2014-05-13 11:52:59","2014-05-13 11:52:59"
295,S1121,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 5n",2001,,Beltsville,MD,,,"2014-05-13 11:52:59","2014-05-13 11:52:59"
296,S1041,"Nutrient Data Laboratory, ARS, USDA","Nutrient composition of Oscar Mayer Luncheon Meats",2002,,Beltsville,MD,,,"2014-05-13 11:52:59","2014-05-13 11:52:59"
297,S1062,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 6a",2002,,Beltsville,MD,,,"2014-05-13 11:52:59","2014-05-13 11:52:59"
298,S1362,"MGP Ingredients","Nutrient Analyses of Vital Wheat Gluten",2002,,Atchison,KS,,,"2014-05-13 11:52:59","2014-05-13 11:52:59"
299,S1068,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 6g",2002,,Beltsville,MD,,,"2014-05-13 11:52:59","2014-05-13 11:52:59"
300,S1921,"Mead Johnson",,2003,,,,,,"2014-05-13 11:52:59","2014-05-13 11:52:59"
301,S2141,"Indian Health Service - Alaska","Nutrient Value of Alaska Foods",1993,,Anchorage,AK,,,"2014-05-13 11:52:59","2014-05-13 11:52:59"
302,S2664,"Kellogg, Co.","Kellogg Company Data",2004,,,,,,"2014-05-13 11:52:59","2014-05-13 11:52:59"
303,S2961,"Sunkist Growers, Inc.","Nutrient content of citrus fruits",2004,,,,,,"2014-05-13 11:53:00","2014-05-13 11:53:00"
304,S3021,"Mizkan Americas, Inc","Nutrient content of different varieties of vinegar",2005,,,,,,"2014-05-13 11:53:00","2014-05-13 11:53:00"
305,S2922,"The Vinegar Institute","Nutrient content of vinegars",2002,,Atlanta,GA,,,"2014-05-13 11:53:00","2014-05-13 11:53:00"
306,S3561,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 8k",2004,,Beltsville,MD,,,"2014-05-13 11:53:00","2014-05-13 11:53:00"
307,S3683,Unilever,"Carb Options Peanut Butter Spread Label Information",2006,,,,,,"2014-05-13 11:53:00","2014-05-13 11:53:00"
308,S3552,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program, Wave 9o",2005,,Beltsville,MD,,,"2014-05-13 11:53:00","2014-05-13 11:53:00"
309,S3547,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program, Wave 9j",2005,,Beltsville,MD,,,"2014-05-13 11:53:00","2014-05-13 11:53:00"
310,S4501,"Nutrient Data Laboratory, ARS, USDA","Salad dressing data",2007,,Beltsville,MD,,,"2014-05-13 11:53:00","2014-05-13 11:53:00"
311,S4561,"Kellogg, Co.","Kellogg Company Data",2007,,,,,,"2014-05-13 11:53:00","2014-05-13 11:53:00"
312,S5881,"Food and Drug Administration (FDA), DHHS","FDA Total Diet Study",2005,,,,,,"2014-05-13 11:53:00","2014-05-13 11:53:00"
313,S5802,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Anlaysis Program Wave 12h",2008,,Beltsville,MD,,,"2014-05-13 11:53:00","2014-05-13 11:53:00"
314,S5804,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Anlaysis Program Wave 13a",2008,,Beltsville,MD,,,"2014-05-13 11:53:00","2014-05-13 11:53:00"
315,S4531,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 12b",2008,,Beltsville,MD,,,"2014-05-13 11:53:01","2014-05-13 11:53:01"
316,S6,"Food and Drug Administration (FDA), DHHS","FDA Total Diet Study",1991,,,,,,"2014-05-13 11:53:01","2014-05-13 11:53:01"
317,S743,"Nutrient Data Laboratory, ARS, USDA","University of Idaho Contract No. 53-3198-8-29",1989,,Beltsville,MD,,,"2014-05-13 11:53:01","2014-05-13 11:53:01"
318,S1026,"Produce Marketing Association (PMA)","Nutrient Content of Honeydew",1985,,,,,,"2014-05-13 11:53:01","2014-05-13 11:53:01"
319,S1032,"Produce Marketing Association (PMA)","Nutrient Content of Date",1986,,,,,,"2014-05-13 11:53:01","2014-05-13 11:53:01"
320,S608,"Produce Marketing Association (PMA)","Nutrient Content of Tomato",1983,,,,,,"2014-05-13 11:53:01","2014-05-13 11:53:01"
321,S625,"National Food Processors Association","NFPA Canned Vegetables",1993,,,,,,"2014-05-13 11:53:01","2014-05-13 11:53:01"
322,S619,"Produce Marketing Association (PMA)","Nutrient Content of Broccoli",1982,,,,,,"2014-05-13 11:53:02","2014-05-13 11:53:02"
323,S620,"Produce Marketing Association (PMA)","Nutrient Content of Lettuce",1991,,,,,,"2014-05-13 11:53:02","2014-05-13 11:53:02"
324,S4532,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 11h",2007,,Beltsville,MD,,,"2014-05-13 11:53:02","2014-05-13 11:53:02"
325,S281,"Food Safety and Inspection Service (FSIS), USDA","Nutrient Composition of FSIS 96 NDL SLM Luncheon Meats",1999,,,,,,"2014-05-13 11:53:02","2014-05-13 11:53:02"
326,S245,"Penn Valley Farms","Nutrient Composition of Penn Valley Farms, Ltd. Luncheon Meats",1999,,Chicago,IL,,,"2014-05-13 11:53:02","2014-05-13 11:53:02"
327,S39,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 0",1998,,Beltsville,MD,,,"2014-05-13 11:53:02","2014-05-13 11:53:02"
328,S81,"Nutrient Data Laboratory, ARS, USDA","Nutrient Analysis of Selected Foods, University of Georgia",1987,,Beltsville,MD,,,"2014-05-13 11:53:02","2014-05-13 11:53:02"
329,S2801,McDonalds,"McDonald's Supplied Food Analyses",2004,,,,,,"2014-05-13 11:53:02","2014-05-13 11:53:02"
330,S7,"Food and Drug Administration (FDA), DHHS","FDA Total Diet Study",1992,,,,,,"2014-05-13 11:53:02","2014-05-13 11:53:02"
331,S9,"Food and Drug Administration (FDA), DHHS","FDA Total Diet Study",1994,,,,,,"2014-05-13 11:53:02","2014-05-13 11:53:02"
332,S86,"California Pistachio Commission","Nutrient Content of Pistachio Nuts",1999,,,,,,"2014-05-13 11:53:02","2014-05-13 11:53:02"
333,S84,"Nutrient Data Laboratory, ARS, USDA","Determination of the Tocopherol Content of Selected Foods",1992,,Beltsville,MD,,,"2014-05-13 11:53:02","2014-05-13 11:53:02"
334,S482,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 5i",2001,,Beltsville,MD,,,"2014-05-13 11:53:02","2014-05-13 11:53:02"
335,S941,"Hammons Products Company","Nutrient Analysis of Black Walnuts",2002,,Stockton,MO,,,"2014-05-13 11:53:02","2014-05-13 11:53:02"
336,S1166,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 6j",2002,,Beltsville,MD,,,"2014-05-13 11:53:02","2014-05-13 11:53:02"
337,S1164,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 6m",2002,,Beltsville,MD,,,"2014-05-13 11:53:03","2014-05-13 11:53:03"
338,S1065,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 6d",2002,,Beltsville,MD,,,"2014-05-13 11:53:03","2014-05-13 11:53:03"
339,S1343,"Nutrient Data Laboratory, ARS, USDA","Analysis of carotenoids in selected foods.",2002,,Beltsville,MD,,,"2014-05-13 11:53:03","2014-05-13 11:53:03"
340,S1504,"National Sunflower Association","Phytochemicals in sunflower kernel (Helianthus annus L.) and selected tree nuts",2001,,Bismark,ND,,,"2014-05-13 11:53:03","2014-05-13 11:53:03"
341,S1581,"Nutrient Data Laboratory, ARS, USDA","Variety Meats All Food Groups",2003,,Beltsville,MD,,,"2014-05-13 11:53:03","2014-05-13 11:53:03"
342,S1782,"University  of Arizona","An omega-3 fatty acid enriched chia diet: Influence on egg fatty acid comp., cholest. & oil content",1999,,,,,,"2014-05-13 11:53:03","2014-05-13 11:53:03"
343,S2221,"Nutrient Data Laboratory, ARS, USDA","Industrial Oils, Shortenings and Margarines",2001,,Beltsville,MD,,,"2014-05-13 11:53:03","2014-05-13 11:53:03"
344,S2142,"National Sunflower Association","National Sunflower Association Analysis of Vitamin E in Dry Roasted and Oil Roasted Sunflower Seeds",2003,,Bismark,ND,,,"2014-05-13 11:53:03","2014-05-13 11:53:03"
345,S2401,"GFA Brands","GFA Brands Company Data",2004,,,,,,"2014-05-13 11:53:03","2014-05-13 11:53:03"
346,S4381,"National Pork Board (NPB)","Pork Value Cuts 2007",2007,,,,,,"2014-05-13 11:53:03","2014-05-13 11:53:03"
347,S2901,"American Italian Pasta Company","Trans fat in egg noodles",2004,,,MO,,,"2014-05-13 11:53:03","2014-05-13 11:53:03"
348,S3221,"University of California","University of California, General Clinical research Center",2005,,,,,,"2014-05-13 11:53:03","2014-05-13 11:53:03"
349,S3765,"H.J. Heinz, Co.","Heinz company data",2005,,,,,,"2014-05-13 11:53:03","2014-05-13 11:53:03"
350,S3541,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program, Wave 8g",2004,,Beltsville,MD,,,"2014-05-13 11:53:03","2014-05-13 11:53:03"
351,S3921,"Campbell Soup Company","Campbell's Soup Company",2006,,,,,,"2014-05-13 11:53:03","2014-05-13 11:53:03"
352,S4221,"Kraft Foods, Inc.","Kraft Foods",2007,,,,,,"2014-05-13 11:53:04","2014-05-13 11:53:04"
353,S4261,"Soyfood Assciation of North America","Soymilk Nutrient Composition Data",2007,,Washington,DC,,,"2014-05-13 11:53:04","2014-05-13 11:53:04"
354,S4344,"Coco Lopez, Inc.","Nutrient content of Coco Lopez coconut cream",2007,,Miramar,FL,,,"2014-05-13 11:53:04","2014-05-13 11:53:04"
355,S4662,"Kellogg, Co.","Kellogg Company Vegetarian Products",2008,,,,,,"2014-05-13 11:53:04","2014-05-13 11:53:04"
356,S6241,"Kellogg, Co.","Kellogg Company Vegetarian Products",2009,,,,,,"2014-05-13 11:53:04","2014-05-13 11:53:04"
357,S4525,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 11b",2007,,Beltsville,MD,,,"2014-05-13 11:53:04","2014-05-13 11:53:04"
358,S205,"Food and Drug Administration (FDA), DHHS","FDA Total Diet Study",1988,,,,,,"2014-05-13 11:53:04","2014-05-13 11:53:04"
359,S405,"Nutrient Data Laboratory, ARS, USDA","Monitoring Nutrient Content of Selected Key Foods",1992,,Beltsville,MD,,,"2014-05-13 11:53:04","2014-05-13 11:53:04"
360,S617,"Produce Marketing Association (PMA)","Nutrient Content of Radish",1982,,,,,,"2014-05-13 11:53:04","2014-05-13 11:53:04"
361,S626,"National Food Processors Association","NFPA Canned Vegetables",1995,,,,,,"2014-05-13 11:53:04","2014-05-13 11:53:04"
362,S627,"National Food Processors Association","NFPA Canned Vegetables",1994,,,,,,"2014-05-13 11:53:04","2014-05-13 11:53:04"
363,S1202,"Nutrient Data Laboratory, ARS, USDA","Nutrient content of ethnic and geographic specific foods, Southern Testing and Research Laboratories",1995,,Beltsville,MD,,,"2014-05-13 11:53:04","2014-05-13 11:53:04"
364,S226,Underwood,"Nutrient Composition of The Pillsbury Company/Underwood Luncheon Meats",1999,,"St. Paul",MN,,,"2014-05-13 11:53:04","2014-05-13 11:53:04"
365,S241,"Jimmy Dean Foods","Nutrient Composition of Jimmy Dean Foods Luncheon Meats",1999,,Cordova,TN,,,"2014-05-13 11:53:04","2014-05-13 11:53:04"
366,S233,"Citterio USA Corp.","Nutrient Composition of Citterio USA Corporation Luncheon Meats",1999,,Freeland,PA,,,"2014-05-13 11:53:04","2014-05-13 11:53:04"
367,S247,"Schaller & Weber Inc.","Nutrient Composition of Schaller and Weber, Inc. Luncheon Meats",1999,,"Long Island City",NY,,,"2014-05-13 11:53:05","2014-05-13 11:53:05"
368,S249,"Ohio Agriculture & Devel Center, Wooster, Ohio, KC Institute OH0002","Nutrient Composition of Odom's Tennessee Pride Sausage, Inc. Luncheon Meats",1999,,Madison,TN,,,"2014-05-13 11:53:05","2014-05-13 11:53:05"
369,S221,"National Cattlemen's Beef Association (NCBA)","Beef study, Texas A&M University",1992,,Chicago,IL,,,"2014-05-13 11:53:05","2014-05-13 11:53:05"
370,S4601,"Campbell Soup Company","Campbell Soup Company",2008,,,,,,"2014-05-13 11:53:05","2014-05-13 11:53:05"
371,S101,"California Pistachio Commission","Nutrition Labeling Database for California Pistachios",1994,,,,,,"2014-05-13 11:53:05","2014-05-13 11:53:05"
372,S141,"Almond Board of California","Nutrient Content of Almonds",1999,,Modesto,CA,,,"2014-05-13 11:53:05","2014-05-13 11:53:05"
373,S21,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 2c",1999,,Beltsville,MD,,,"2014-05-13 11:53:05","2014-05-13 11:53:05"
374,S121,"Nutrient Data Laboratory, ARS, USDA","NDL Report Vitamin E 1991",1991,,Beltsville,MD,,,"2014-05-13 11:53:05","2014-05-13 11:53:05"
375,S363,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 5c",2001,,Beltsville,MD,,,"2014-05-13 11:53:05","2014-05-13 11:53:05"
376,S441,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 5k",2001,,Beltsville,MD,,,"2014-05-13 11:53:05","2014-05-13 11:53:05"
377,S503,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 5d",2001,,Beltsville,MD,,,"2014-05-13 11:53:05","2014-05-13 11:53:05"
378,S565,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 5h",2001,,Beltsville,MD,,,"2014-05-13 11:53:05","2014-05-13 11:53:05"
379,S702,"The Quaker Oats, Co.","Quaker Oats Company Data",2001,,,,,,"2014-05-13 11:53:05","2014-05-13 11:53:05"
380,S27,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 4c",2001,,Beltsville,MD,,,"2014-05-13 11:53:05","2014-05-13 11:53:05"
381,S1063,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 6b",2002,,Beltsville,MD,,,"2014-05-13 11:53:05","2014-05-13 11:53:05"
382,S1221,"Flax Council of Canada","Nutrient Analysis of Flaxseed by Medallion Lab",1997,,Winnipeg,,,,"2014-05-13 11:53:06","2014-05-13 11:53:06"
383,S2662,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 8f",2004,,Beltsville,MD,,,"2014-05-13 11:53:06","2014-05-13 11:53:06"
384,S1162,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 6k",2002,,Beltsville,MD,,,"2014-05-13 11:53:06","2014-05-13 11:53:06"
385,S2106,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 7e",2003,,Beltsville,MD,,,"2014-05-13 11:53:06","2014-05-13 11:53:06"
386,S1122,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 5o",2001,,Beltsville,MD,,,"2014-05-13 11:53:06","2014-05-13 11:53:06"
387,S2104,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 7c",2002,,Beltsville,MD,,,"2014-05-13 11:53:06","2014-05-13 11:53:06"
388,S2422,"Kraft Foods, Inc.","Kraft Foods",2004,,,,,,"2014-05-13 11:53:06","2014-05-13 11:53:06"
389,S3741,"A&M Cookie Company Canada - Archway","A&M Cofokie Company, Canada - Archway Data",2005,,"Kitchener, ON",,,,"2014-05-13 11:53:06","2014-05-13 11:53:06"
390,S2102,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 7a",2002,,Beltsville,MD,,,"2014-05-13 11:53:06","2014-05-13 11:53:06"
391,S3742,"ConAgra, Inc.","ConAgra Company Data",2005,,Omaha,NE,,,"2014-05-13 11:53:06","2014-05-13 11:53:06"
392,S3682,"Nutrient Data Laboratory, ARS, USDA","Nutrient Content of Agave",2002,,Beltsville,MD,,,"2014-05-13 11:53:06","2014-05-13 11:53:06"
393,S3641,"Mushroom Council","Mushroom Council Vitamin D Study",2006,,Dublin,CA,,,"2014-05-13 11:53:06","2014-05-13 11:53:06"
394,S3761,Anheuser-Busch,"Anheuser-Busch company data",2005,,,,,,"2014-05-13 11:53:06","2014-05-13 11:53:06"
395,S3554,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program, Wave 9q",2005,,Beltsville,MD,,,"2014-05-13 11:53:06","2014-05-13 11:53:06"
396,S3550,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program, Wave 9m",2005,,Beltsville,MD,,,"2014-05-13 11:53:07","2014-05-13 11:53:07"
397,S5665,"National Pork Board (NPB)","Nutrient content of ground pork",2007,,,,,,"2014-05-13 11:53:07","2014-05-13 11:53:07"
398,S6141,"Western Pistachio Association","Nutrient composition of pistachio nuts",2009,,,,,,"2014-05-13 11:53:07","2014-05-13 11:53:07"
399,S6161,"Crop & Food Research, New Zealand","Nutrient content of New Zealand kiwi",2008,,,,,,"2014-05-13 11:53:07","2014-05-13 11:53:07"
400,S5801,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Anlaysis Program Wave 12g",2008,,Beltsville,MD,,,"2014-05-13 11:53:07","2014-05-13 11:53:07"
401,S2985,"Castle and Cooke (Dole)","Select nutrients in pineapple fruit and juice",1979,,,,,,"2014-05-13 11:53:07","2014-05-13 11:53:07"
402,S204,"Food and Drug Administration (FDA), DHHS","FDA Total Diet Study",1987,,,,,,"2014-05-13 11:53:07","2014-05-13 11:53:07"
403,S1183,"Produce Marketing Association (PMA)","Nutrient Content of Apple",1990,,,,,,"2014-05-13 11:53:07","2014-05-13 11:53:07"
404,S1167,"Produce Marketing Association (PMA)","Nutrient Content of Pineapple",1981,,,,,,"2014-05-13 11:53:07","2014-05-13 11:53:07"
405,S1821,"Utah State University","Composition of Foods",1980,,,,,,"2014-05-13 11:53:07","2014-05-13 11:53:07"
406,S604,"Nutrient Data Laboratory, ARS, USDA","Investigation of the carbohydrate fraction of foods . . . raw, processed and prepared",1985,,Beltsville,MD,,,"2014-05-13 11:53:07","2014-05-13 11:53:07"
407,S228,Bridgford,"Nutrient Composition of Bridgford Foods of Illinois, Inc. Luncheon Meats",1999,,Chicago,IL,,,"2014-05-13 11:53:07","2014-05-13 11:53:07"
408,S222,"Fred Usinger Inc.","Nutrient Composition of Fred Usinger, Inc. Luncheon Meats",1999,,Milwaukee,WI,,,"2014-05-13 11:53:07","2014-05-13 11:53:07"
409,S237,Farmland,"Nutrient Composition of Farmland Foods Luncheon Meats",1999,,Topeka,KS,,,"2014-05-13 11:53:08","2014-05-13 11:53:08"
410,S1069,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 6h",2002,,Beltsville,MD,,,"2014-05-13 11:53:08","2014-05-13 11:53:08"
411,S1203,"National Institutes of Health (NIH)","Carotenoid analyses of U.S. foods, Food Composition Laboratory",1997,,,,,,"2014-05-13 11:53:08","2014-05-13 11:53:08"
412,S12,"Food and Drug Administration (FDA), DHHS","FDA Total Diet Study",1997,,,,,,"2014-05-13 11:53:08","2014-05-13 11:53:08"
413,S87,"Nutrient Data Laboratory, ARS, USDA","NDL Report Vitamin E 1997",1997,,Beltsville,MD,,,"2014-05-13 11:53:08","2014-05-13 11:53:08"
414,S2,"National Cattlemen's Beef Association (NCBA)","Nutrient Content of Retail Beef Cuts with 1/8 inch Trim Beef",2000,,Chicago,IL,,,"2014-05-13 11:53:08","2014-05-13 11:53:08"
415,S74,"Food and Drug Administration (FDA), DHHS","FDA Total Diet Study",1990,,,,,,"2014-05-13 11:53:08","2014-05-13 11:53:08"
416,S80,"Mushroom Council","Nutrient Content of Mushrooms",1999,,Dublin,CA,,,"2014-05-13 11:53:08","2014-05-13 11:53:08"
417,S421,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 4d",2001,,Beltsville,MD,,,"2014-05-13 11:53:08","2014-05-13 11:53:08"
418,S541,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 5a",2001,,Beltsville,MD,,,"2014-05-13 11:53:08","2014-05-13 11:53:08"
419,S481,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 5g",2001,,Beltsville,MD,,,"2014-05-13 11:53:08","2014-05-13 11:53:08"
420,S661,"Dahlgren & Company, Inc.","Sunflower analysis for Dahlgren & Company",1996,,Crookston,MN,,,"2014-05-13 11:53:08","2014-05-13 11:53:08"
421,S582,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 5m",2001,,Beltsville,MD,,,"2014-05-13 11:53:08","2014-05-13 11:53:08"
422,S1001,"Southeastern Regional Lab (ARS South Atlantic Area), Georgia, USDA","Protein hydrolysis studies on tree nuts",1981,,Athens,GA,,,"2014-05-13 11:53:08","2014-05-13 11:53:08"
423,S1341,"California Prune Board","Carotenoid Analysis of Prunes",2000,,,,,,"2014-05-13 11:53:09","2014-05-13 11:53:09"
424,S3001,"Reckitt Benckiser INC. (French's mustard)","Nutrient content of French's Mustard",2004,,Springfield,MO,,,"2014-05-13 11:53:09","2014-05-13 11:53:09"
425,S1783,"Ministry of Public Health","Analysis of Salvia hispanica chia seed",2003,,,,,,"2014-05-13 11:53:09","2014-05-13 11:53:09"
426,S2621,"California Salmon Council","Nutrient Analysis of King Salmon Samples Caught off of the California Coast",2000,,Folsom,CA,,,"2014-05-13 11:53:09","2014-05-13 11:53:09"
427,S2103,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 7b",2002,,Beltsville,MD,,,"2014-05-13 11:53:09","2014-05-13 11:53:09"
428,S2202,"Nutrient Data Laboratory, ARS, USDA","Nutrient Content of Legumes and Some Cereal and Baked Products",1984,,Beltsville,MD,,,"2014-05-13 11:53:09","2014-05-13 11:53:09"
429,S2381,"Nutrient Data Laboratory, ARS, USDA","American Indian/Alaskan Native Database - Navajo Foods 1999-2000",2000,,Beltsville,MD,,,"2014-05-13 11:53:09","2014-05-13 11:53:09"
430,S2107,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 7f",2003,,Beltsville,MD,,,"2014-05-13 11:53:09","2014-05-13 11:53:09"
431,S4101,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 8d",2004,,Beltsville,MD,,,"2014-05-13 11:53:09","2014-05-13 11:53:09"
432,S2110,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 7i",2003,,Beltsville,MD,,,"2014-05-13 11:53:09","2014-05-13 11:53:09"
433,S2703,"National Cattlemen's Beef Association (NCBA)","Beef Value Cuts 2004",2004,,Chicago,IL,,,"2014-05-13 11:53:09","2014-05-13 11:53:09"
434,S2111,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 7j",2003,,Beltsville,MD,,,"2014-05-13 11:53:09","2014-05-13 11:53:09"
435,S2782,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 8b",2004,,Beltsville,MD,,,"2014-05-13 11:53:09","2014-05-13 11:53:09"
436,S2702,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 8i",2004,,Beltsville,MD,,,"2014-05-13 11:53:09","2014-05-13 11:53:09"
437,S3301,"Nutrient Data Laboratory, ARS, USDA","Ham and ham products, NFNAP",2003,,Beltsville,MD,,,"2014-05-13 11:53:10","2014-05-13 11:53:10"
438,S3767,Smuckers,"Smuckers company data",2005,,,,,,"2014-05-13 11:53:10","2014-05-13 11:53:10"
439,S3762,"Banquet Foods Corp.","Banquet company data",2005,,,,,,"2014-05-13 11:53:10","2014-05-13 11:53:10"
440,S4061,"Food and Drug Administration (FDA), DHHS","FDA Total Diet Study",2004,,,,,,"2014-05-13 11:53:10","2014-05-13 11:53:10"
441,S3768,"Tyson Foods, Inc.","Tyson company data",2005,,Springdale,AR,,,"2014-05-13 11:53:10","2014-05-13 11:53:10"
